B,eps_target,eps_hat,ln_nu_ratio,h,bound,h_over_bound,lin_ratio
8,0.1,0.10004,-0.0193515,0.000184842,1.09377,0.000168996,0.0130839
8,0.1,0.10005,0.000519681,1.35081e-07,1.09399,1.23476e-07,0.00035133
8,0.1,0.0997775,0.0287037,0.00041992,1.08803,0.000385947,0.0194582
8,0.1,0.0998197,-0.025329,0.000315414,1.08895,0.000289651,0.0171633
8,0.1,0.0986909,-0.042488,0.000877452,1.06446,0.000824318,0.0291197
8,0.1,0.101379,-0.122822,0.00695257,1.12323,0.00618982,0.081946
8,0.1,0.0975245,-0.245179,0.0255671,1.03945,0.0245969,0.170046
8,0.1,0.100186,-0.0331488,0.000537429,1.09695,0.000489929,0.0223799
8,0.1,0.101057,-0.0691827,0.00228556,1.11612,0.00204777,0.0463049
8,0.1,0.100997,-0.0599337,0.00172585,1.11478,0.00154815,0.0401386
8,0.1,0.100852,-0.0600831,0.00173429,1.11159,0.00156019,0.0402963
8,0.1,0.0996808,0.0257162,0.000336386,1.08592,0.000309771,0.0174499
8,0.1,0.0986156,-0.00112472,6.32028e-07,1.06283,5.94662e-07,0.000771433
8,0.1,0.0980103,0.0160474,0.000130145,1.04983,0.000123968,0.0110747
8,0.1,0.0999413,-0.000287525,4.13274e-08,1.0916,3.78593e-08,0.000194593
8,0.1,0.100003,0.0508996,0.00134019,1.09296,0.0012262,0.0344268
8,0.1,0.0997321,-0.00763143,2.89716e-05,1.08704,2.66519e-05,0.0051757
8,0.1,0.100164,-0.0154902,0.000118742,1.09647,0.000108295,0.0104603
8,0.1,0.0992239,0.102145,0.00558599,1.07599,0.0051915,0.0696301
8,0.1,0.0987727,-0.0961597,0.00433738,1.06622,0.00406798,0.0658497
8,0.1,0.100225,0.0396796,0.000808371,1.0978,0.000736353,0.0267787
8,0.1,0.100006,-1.21949e-05,7.43576e-11,1.09301,6.80302e-11,8.24807e-06
8,0.1,0.0996869,-0.0355584,0.00061741,1.08605,0.000568491,0.0241269
8,0.1,0.0999986,-0.00482092,1.15833e-05,1.09285,1.05992e-05,0.00326087
8,0.1,0.0985048,0.0367404,0.000691692,1.06045,0.000652263,0.0252281
8,0.1,0.0997625,-0.00524387,1.37011e-05,1.0877,1.25964e-05,0.00355535
8,0.1,0.0984559,-0.0698691,0.00233008,1.0594,0.00219944,0.0479999
8,0.1,0.100201,0.00736089,2.72246e-05,1.09729,2.48108e-05,0.00496884
8,0.1,0.0997678,-0.00289596,4.18522e-06,1.08782,3.84736e-06,0.00196336
8,0.1,0.10161,-0.0592479,0.00168735,1.12836,0.00149539,0.0394397
8,0.1,0.0987744,0.0904518,0.00434601,1.06626,0.00407594,0.0619399
8,0.1,0.0999904,-9.70679e-05,4.71078e-09,1.09268,4.31124e-09,6.56622e-05
8,0.1,0.100523,-0.00108602,5.89292e-07,1.10434,5.33616e-07,0.000730755
8,0.1,0.10036,-0.00915675,4.1668e-05,1.10077,3.78535e-05,0.00617132
8,0.1,0.100029,-0.00262741,3.4456e-06,1.09351,3.15095e-06,0.00177665
8,0.1,0.100029,0.0864633,0.00396057,1.09352,0.00362185,0.058466
8,0.1,0.0999769,-0.00201984,2.03714e-06,1.09238,1.86486e-06,0.00136652
8,0.1,0.0998484,-0.00375009,7.01403e-06,1.08957,6.43741e-06,0.00254038
8,0.1,0.104464,-0.0750053,0.00267612,1.19264,0.00224386,0.0485649
8,0.1,0.0995967,-0.0188846,0.000176085,1.08409,0.000162426,0.0128251
8,0.1,0.0998671,0.013296,8.91789e-05,1.08998,8.18169e-05,0.00900525
8,0.1,0.100036,0.000983651,4.84102e-07,1.09368,4.42636e-07,0.000665091
8,0.1,0.100002,-0.00354128,6.25554e-06,1.09293,5.72364e-06,0.00239524
8,0.1,0.100007,-0.000934163,4.36059e-07,1.09304,3.98939e-07,0.000631813
8,0.1,0.101217,-0.207741,0.0188102,1.11965,0.0168,0.138824
8,0.1,0.102842,0.0748105,0.00294186,1.15589,0.00254511,0.0492028
8,0.1,0.0998896,-5.90168e-05,1.74143e-09,1.09047,1.59694e-09,3.99626e-05
8,0.1,0.101549,0.00863329,3.7482e-05,1.12701,3.32581e-05,0.0057504
8,0.1,0.100063,-0.00308188,4.73925e-06,1.09427,4.33098e-06,0.00208324
8,0.1,0.100051,-7.69122e-05,2.95759e-09,1.09401,2.70344e-09,5.1996e-05
8,0.1,0.10005,0.0663452,0.00230065,1.09397,0.00210302,0.044853
8,0.1,0.0997713,-0.00177826,1.57924e-06,1.08789,1.45165e-06,0.00120556
8,0.1,0.100601,-0.00743024,2.74679e-05,1.10606,2.48339e-05,0.00499571
8,0.1,0.100604,0.0336534,0.000579142,1.10613,0.000523574,0.0226261
8,0.1,0.0999978,0.000146917,1.07933e-08,1.09284,9.87644e-09,9.93754e-05
8,0.1,0.098818,-0.0393927,0.000755815,1.0672,0.000708221,0.0269636
8,0.1,0.0999855,0.000466748,1.08961e-07,1.09257,9.9729e-08,0.00031575
8,0.1,0.100449,-0.0204048,0.000205368,1.10272,0.000186237,0.0137399
8,0.1,0.0999072,-0.00724712,2.61338e-05,1.09086,2.39571e-05,0.00490644
8,0.1,0.0999865,-0.00137551,9.45146e-07,1.09259,8.6505e-07,0.000930507
8,0.1,0.0999519,0.0100777,5.11226e-05,1.09183,4.68227e-05,0.00681976
8,0.1,0.0996821,0.0112111,6.33165e-05,1.08595,5.83052e-05,0.00760729
8,0.1,0.0999786,0.000427253,9.12987e-08,1.09242,8.3575e-08,0.000289052
8,0.1,0.100286,0.00072498,2.62925e-07,1.09915,2.39209e-07,0.000488972
8,0.1,0.100299,-0.0180371,0.000160726,1.09942,0.000146192,0.0121638
8,0.1,0.0995543,0.0380947,0.000744297,1.08316,0.000687151,0.0258823
8,0.1,0.0998314,-0.0148543,0.000109238,1.0892,0.000100292,0.0100643
8,0.1,0.099822,0.00239198,2.86535e-06,1.089,2.63118e-06,0.0016208
8,0.1,0.0995835,-0.0341647,0.000570488,1.0838,0.000526378,0.0232053
8,0.1,0.0992476,-0.109895,0.00561377,1.0765,0.00521483,0.0748955
8,0.1,0.100079,-0.0134534,8.96892e-05,1.09461,8.1937e-05,0.00909257
8,0.1,0.10008,0.00799948,3.2167e-05,1.09464,2.93859e-05,0.00540644
8,0.1,0.0991,0.0590072,0.00181095,1.0733,0.00168727,0.0402744
8,0.1,0.100019,-0.0213794,0.000225307,1.09329,0.000206081,0.0144581
8,0.1,0.099775,0.00379039,7.20169e-06,1.08797,6.61937e-06,0.00256956
8,0.3,0.310741,-0.279308,0.0324504,10.5529,0.00307503,0.060797
8,0.3,0.268661,0.241799,0.034402,7.88833,0.00436112,0.060876
8,0.3,0.348368,1.23135,1.79255,13.2633,0.135152,0.239078
8,0.3,0.300048,-0.000625339,1.95443e-07,9.83914,1.98638e-08,0.000140969
8,0.3,0.296936,-0.176889,0.0139168,9.6361,0.00144423,0.0402936
8,0.3,0.302502,0.010561,5.61616e-05,10.0007,5.61576e-06,0.00236143
8,0.3,0.305561,-0.090693,0.00387221,10.204,0.000379479,0.0200758
8,0.3,0.28886,-0.341036,0.0464788,9.11907,0.00509688,0.0798565
8,0.3,0.307355,-0.0272271,0.000363997,10.3242,3.52567e-05,0.00599181
8,0.3,0.300324,0.0547963,0.00155731,9.85725,0.000157986,0.0123412
8,0.3,0.265773,-0.47679,0.0832488,7.71965,0.010784,0.121343
8,0.3,0.294334,-0.527125,0.0985387,9.46794,0.0104076,0.121135
8,0.3,0.302596,-0.00130176,8.4655e-07,10.0069,8.45963e-08,0.000290981
8,0.3,0.280525,0.0749289,0.00295141,8.6004,0.000343172,0.0180665
8,0.3,0.300386,-0.0154666,0.000118381,9.86127,1.20046e-05,0.00348267
8,0.3,0.330335,-0.389592,0.0587833,11.9257,0.00492913,0.0797725
8,0.3,0.287799,-0.0191536,0.000181104,9.05217,2.00067e-05,0.00450151
8,0.3,0.299769,-0.000581973,1.69281e-07,9.82081,1.7237e-08,0.000131315
8,0.3,0.307924,0.217237,0.0273086,10.3624,0.00263535,0.0477188
8,0.3,0.299518,-0.00173657,1.50609e-06,9.8044,1.53614e-07,0.000392163
8,0.3,0.302919,-0.205473,0.018429,10.0283,0.0018377,0.0458802
8,0.3,0.297684,0.00880035,3.8951e-05,9.68467,4.02193e-06,0.0019996
8,0.3,0.2983,-0.0103606,5.33017e-05,9.72481,5.481e-06,0.00234925
8,0.3,0.301649,0.00170276,1.45134e-06,9.94439,1.45946e-07,0.000381812
8,0.3,0.302993,-0.0480906,0.00111994,10.0332,0.000111624,0.0107356
8,0.3,0.317644,-0.0713196,0.0024255,11.0269,0.000219961,0.0151868
8,0.3,0.300192,-0.00165427,1.3668e-06,9.84858,1.38782e-07,0.00037274
8,0.3,0.299154,-0.0710038,0.00240456,9.78059,0.00024585,0.016054
8,0.3,0.299578,-0.0674287,0.00217366,9.80834,0.000221614,0.0152241
8,0.3,0.314538,0.0285544,0.000415521,10.8123,3.84303e-05,0.00614042
8,0.3,0.299929,0.00103882,5.39945e-07,9.83132,5.49209e-08,0.000234271
8,0.3,0.2999,-0.013667,9.25463e-05,9.82943,9.41523e-06,0.00308243
8,0.3,0.297022,-0.0281112,0.000387793,9.64165,4.02207e-05,0.00640161
8,0.3,0.314288,-0.0336359,0.000553162,10.7952,5.12416e-05,0.00723892
8,0.3,0.300021,0.00401159,8.068e-06,9.83737,8.20138e-07,0.000904404
8,0.3,0.306166,-0.0846653,0.00338808,10.2444,0.000330725,0.0187045
8,0.3,0.29972,0.0127177,8.15587e-05,9.81761,8.30739e-06,0.00287006
8,0.3,0.20741,-1.79143,0.534608,4.70149,0.11371,0.584207
8,0.3,0.299398,-0.0251744,0.000311608,9.79655,3.18079e-05,0.00568732
8,0.3,0.296084,-0.080713,0.00308721,9.58086,0.000322227,0.0184385
8,0.3,0.299916,-0.0358795,0.000628478,9.83048,6.39315e-05,0.00809178
8,0.3,0.30232,0.16933,0.0160623,9.9887,0.00160804,0.0378847
8,0.3,0.299815,0.0548742,0.00156182,9.82387,0.000158982,0.0123798
8,0.3,0.300785,-0.0306048,0.000458882,9.88754,4.64101e-05,0.00688226
8,0.3,0.299833,0.00406317,8.27706e-06,9.82503,8.42446e-07,0.000916606
8,0.3,0.299934,-0.0016127,1.299e-06,9.83164,1.32124e-07,0.000363684
8,0.3,0.262376,-0.167367,0.0125369,7.52353,0.00166636,0.0431463
8,0.3,0.308871,-0.00361667,6.5244e-06,10.4263,6.25765e-07,0.000792007
8,0.3,0.300033,-0.000696438,2.424e-07,9.83814,2.46388e-08,0.000157004
8,0.3,0.291337,-0.118975,0.00654041,9.27609,0.000705083,0.0276222
8,0.3,0.303325,0.05051,0.00131941,10.0552,0.000131216,0.0112633
8,0.3,0.311392,-0.0841256,0.00334623,10.5972,0.000315767,0.0182734
8,0.3,0.318979,-0.0479001,0.00111123,11.1198,9.99319e-05,0.0101572
8,0.3,0.311482,0.381287,0.0941004,10.6033,0.00887467,0.0827975
8,0.3,0.299779,-0.0378208,0.000697427,9.8215,7.10103e-05,0.0085335
8,0.3,0.316319,0.0105966,5.65422e-05,10.9352,5.17068e-06,0.00226589
8,0.3,0.308678,0.0989456,0.00523032,10.4133,0.000502275,0.0216814
8,0.3,0.310189,0.0764283,0.00307381,10.5155,0.000292314,0.0166658
8,0.3,0.289867,0.0693107,0.00251592,9.18274,0.000273983,0.0161733
8,0.3,0.3163,-0.163075,0.0119358,10.9339,0.00109163,0.0348726
8,0.3,0.330327,1.02466,1.06872,11.9251,0.0896192,0.209814
8,0.3,0.310266,-0.242253,0.0250083,10.5206,0.00237707,0.0528121
8,0.3,0.305708,-0.0256669,0.000323813,10.2138,3.17033e-05,0.0056789
8,0.3,0.320075,-0.139587,0.00888143,11.1964,0.000793241,0.0294979
8,0.3,0.300032,0.0265579,0.000358969,9.83808,3.64877e-05,0.00598721
8,0.3,0.294574,0.0331979,0.000563398,9.48338,5.94091e-05,0.00762279
8,0.3,0.303507,0.000742598,2.75862e-07,10.0673,2.74019e-08,0.000165494
8,0.3,0.289437,0.044483,0.0010192,9.15552,0.000111321,0.0103953
8,0.3,0.300882,-0.00358776,6.42065e-06,9.8939,6.4895e-07,0.000806538
8,0.3,0.298134,-0.0279845,0.000384338,9.71399,3.95654e-05,0.00634898
8,0.3,0.299792,0.0357178,0.000653275,9.82234,6.65091e-05,0.00805865
8,0.3,0.302878,-0.0542972,0.0014218,10.0256,0.000141817,0.0121257
8,0.3,0.284885,-0.824324,0.199977,8.86982,0.0225458,0.195716
8,0.3,0.30058,-0.0405811,0.000801471,9.87402,8.11697e-05,0.00913191
8,0.3,0.299988,-0.010349,5.31826e-05,9.83516,5.40739e-06,0.00233341
8,0.3,0.283311,-0.0745502,0.00264455,8.77205,0.000301474,0.0177985
8,0.3,0.297815,0.0124299,7.78942e-05,9.69323,8.03594e-06,0.00282305
8,0.3,0.291834,0.197406,0.022249,9.30779,0.00239036,0.0457532
8,0.3,0.298036,0.0186057,0.000175249,9.70763,1.80527e-05,0.00422256
8,0.3,0.307501,-0.0315317,0.000486796,10.334,4.71063e-05,0.00693582
8,0.3,0.289484,0.0599655,0.00187145,9.15847,0.00020434,0.0140112
8,0.3,0.312378,0.207004,0.0246249,10.6644,0.00230907,0.0448225
8,0.3,0.307461,-0.0600006,0.00172963,10.3313,0.000167417,0.0131997
8,0.3,0.300178,-5.41975e-05,1.46863e-09,9.84767,1.49135e-10,1.22123e-05
8,0.3,0.299757,0.000248403,3.08571e-08,9.82004,3.14226e-09,5.60512e-05
8,0.3,0.310616,-0.113313,0.00595494,10.5444,0.000564749,0.0246748
8,0.3,0.295496,-0.0649633,0.00202092,9.54285,0.000211773,0.0148701
8,0.3,0.271411,-0.286708,0.0340285,8.05062,0.00422681,0.0714512
8,0.3,0.298764,0.186476,0.0197071,9.75507,0.00202019,0.0422175
8,0.3,0.3,-0.00810206,3.26449e-05,9.83595,3.31894e-06,0.00182672
8,0.3,0.294547,-0.174022,0.0134946,9.48162,0.00142324,0.039962
8,0.3,0.276318,0.196047,0.0219235,8.34436,0.00262734,0.0479897
8,0.3,0.301052,0.0140619,9.98001e-05,9.90509,1.00756e-05,0.00315936
8,0.3,0.305533,-0.0311759,0.000475986,10.2021,4.66555e-05,0.00690174
8,0.3,0.307442,0.0990867,0.00524575,10.33,0.000507816,0.0217997
8,0.3,0.29675,0.175926,0.0174156,9.62398,0.0018096,0.0400995
8,0.3,0.299919,-0.0475548,0.00109551,9.83063,0.000111439,0.0107248
8,0.3,0.294974,0.0272302,0.00037754,9.50917,3.97027e-05,0.00624401
8,0.3,0.298949,-0.0818714,0.00317403,9.76719,0.000324969,0.0185239
8,0.3,0.316829,0.0269163,0.000368809,10.9704,3.36184e-05,0.00574629
8,1,1.0631,-0.677407,0.147991,123.515,0.00119816,0.0430997
8,1,4.83827,3.76355,120.113,2558.32,0.0469497,0.0526145
8,1,0.99936,-0.00407282,8.27144e-06,109.149,7.57814e-08,0.000275658
8,1,0.996205,-0.00255173,3.25014e-06,108.461,2.99661e-08,0.000173254
8,1,1.13017,-0.404706,0.0628183,139.593,0.000450011,0.0242211
8,1,1.37445,-1.62783,0.484011,206.459,0.00234434,0.0801081
8,1,0.962858,0.128248,0.00896188,101.321,8.84506e-05,0.00900919
8,1,0.962134,0.318099,0.0627187,101.169,0.000619942,0.0223627
8,1,1.00305,-0.00394602,7.76508e-06,109.956,7.06197e-08,0.000266093
8,1,1.57557,-2.0482,0.606882,271.299,0.00223695,0.0879291
8,1,1.06492,-0.271017,0.0307179,123.939,0.000247847,0.0172138
8,1,0.806081,0.402237,0.106245,71.0121,0.00149616,0.0337521
8,1,1.13682,-1.47553,0.433952,141.239,0.00307247,0.0877923
8,1,1.002,0.0225237,0.0002575,109.726,2.34676e-06,0.00152044
8,1,1.18669,-0.723056,0.163858,153.903,0.00106468,0.0412129
8,1,1.06856,-0.0854658,0.00345063,124.789,2.76518e-05,0.00540991
8,1,1.07342,-0.238492,0.0242975,125.926,0.000192951,0.015028
8,1,0.925552,0.410999,0.111595,93.6217,0.00119198,0.0300357
8,1,0.975968,0.178989,0.0180646,104.099,0.000173534,0.0124048
8,1,1.00334,-0.00248449,3.08124e-06,110.02,2.80063e-08,0.00016749
8,1,1.05725,-0.912793,0.232202,122.161,0.00190079,0.0583971
8,1,1.01402,-0.373905,0.0546954,112.376,0.00048672,0.0249408
8,1,1.15724,0.130691,0.00932191,146.359,6.3692e-05,0.00763872
8,1,1.06083,-1.31507,0.378508,122.989,0.00307757,0.0838497
8,1,1.00079,-0.0102463,5.21362e-05,109.461,4.76299e-07,0.000692504
8,1,1.01837,-0.0731197,0.00254644,113.341,2.2467e-05,0.00485652
8,1,1.01139,-0.137844,0.00867096,111.793,7.75627e-05,0.00921862
8,1,0.967696,0.227835,0.030255,102.342,0.000295627,0.015925
8,1,0.689598,-1.08923,0.297026,51.9717,0.00571515,0.106837
8,1,1.07246,-0.49908,0.089925,125.701,0.000715389,0.0314765
8,1,0.976742,0.0887415,0.00417842,104.264,4.00753e-05,0.00614532
8,1,0.973812,-0.134777,0.00830617,103.639,8.0145e-05,0.00936136
8,1,0.982459,0.0495622,0.00126955,105.488,1.2035e-05,0.00341219
8,1,0.806184,0.325481,0.0659958,71.0303,0.000929122,0.0273079
8,1,1.24538,-0.645736,0.137179,169.502,0.000809307,0.0350714
8,1,0.782279,0.264176,0.0416942,66.8802,0.000623416,0.0228418
8,1,1.13367,-0.132352,0.00802276,140.459,5.71184e-05,0.00789663
8,1,1.01206,0.0912527,0.0044257,111.939,3.95365e-05,0.00609873
8,1,1.00299,0.062312,0.00202396,109.943,1.84092e-05,0.00420217
8,1,0.977005,0.0926265,0.00456417,104.32,4.37516e-05,0.00641263
8,1,1.06079,0.177178,0.0176792,122.981,0.000143756,0.0112973
8,1,0.976544,-0.0861988,0.00350837,104.222,3.36625e-05,0.00597044
8,1,0.913093,0.467279,0.149966,91.1181,0.00164584,0.0346146
8,1,0.983369,0.110283,0.0065473,105.684,6.19518e-05,0.00758558
8,1,0.999205,-3.69644e-06,6.83176e-12,109.115,6.26107e-14,2.50223e-07
8,1,0.930042,-0.198863,0.0173373,94.5323,0.000183401,0.0144627
8,1,1.1099,-1.3792,0.400966,134.631,0.00297826,0.0840506
8,1,1.02073,0.101664,0.00553178,113.867,4.85813e-05,0.00673682
8,1,1.06164,0.0293484,0.000439183,123.176,3.56548e-06,0.00186984
8,1,1.09975,-0.338977,0.0459803,132.179,0.000347863,0.0208484
8,1,0.833329,0.540784,0.211364,75.8941,0.00278498,0.0438939
8,1,1.10785,-0.32533,0.0427289,134.132,0.000318558,0.0198629
8,1,0.994336,-0.0590296,0.00167518,108.054,1.55031e-05,0.00401545
8,1,1.12937,0.155773,0.0134693,139.394,9.66274e-05,0.00932941
8,1,0.975159,-0.609724,0.125113,103.926,0.00120387,0.0422917
8,1,1.12094,0.942565,0.852591,137.322,0.00620869,0.0568756
8,1,0.971935,-0.185628,0.0152381,103.24,0.000147599,0.0129183
8,1,1.06654,-0.0300373,0.000442186,124.317,3.55692e-06,0.00190493
8,1,1.01289,-0.130833,0.00784754,112.124,6.99899e-05,0.00873683
8,1,0.984081,-0.000895629,4.00836e-07,105.837,3.78731e-09,6.15595e-05
8,1,0.943106,-0.255431,0.0275649,97.2065,0.000283571,0.0183194
8,1,0.997825,0.000402085,8.08579e-08,108.814,7.43086e-10,2.7256e-05
8,1,1.0292,0.111067,0.0066443,115.765,5.73946e-05,0.00729933
8,1,0.981305,0.0283691,0.000410094,105.24,3.89673e-06,0.00195541
8,1,6.48165,0.531817,0.203142,4591.41,4.42439e-05,0.00554976
8,1,0.974691,-0.289849,0.0347072,103.827,0.00033428,0.0201142
8,1,1.18056,-0.739673,0.169706,152.319,0.00111415,0.0423788
8,1,1.1681,0.178876,0.0180404,149.119,0.00012098,0.0103579
8,1,0.999788,-2.84852e-06,4.05698e-12,109.242,3.71374e-14,1.92712e-07
8,1,1.00224,-0.0102497,5.21711e-05,109.778,4.75243e-07,0.000691737
8,1,1.12239,0.145282,0.0116335,137.678,8.44979e-05,0.00875517
8,1,0.976926,-0.0236472,0.000275226,104.303,2.63871e-06,0.00163725
8,1,0.935366,-0.211003,0.0193641,95.6175,0.000202517,0.0152583
8,1,1.00817,-0.118715,0.006513,111.083,5.8632e-05,0.00796467
8,1,1.30804,-0.0966777,0.00438273,186.988,2.34385e-05,0.00499924
8,1,0.86818,-0.0634521,0.00192992,82.3749,2.34285e-05,0.00494349
8,1,0.950306,-0.294441,0.0357088,98.6964,0.000361805,0.0209572
8,1,0.984694,-0.123767,0.00705557,105.969,6.65817e-05,0.00850162
8,1,1.02726,-0.134621,0.00828777,115.327,7.18631e-05,0.00886403
8,1,1.18828,-0.199836,0.0174962,154.317,0.000113379,0.011375
8,1,1.00035,0.0681879,0.00243323,109.365,2.22487e-05,0.00461055
8,1,0.996669,-0.0125878,7.85652e-05,108.562,7.23692e-07,0.000854276
8,1,0.987497,-0.0677444,0.0021936,106.573,2.05832e-05,0.00464019
8,1,1.00174,0.134336,0.00987334,109.669,9.00284e-05,0.00907057
8,1,1.00229,0.540581,0.211176,109.789,0.00192347,0.036481
8,1,1.11842,-0.449514,0.0752998,136.705,0.000550821,0.0271855
8,1,1.01321,-0.0117231,6.81805e-05,112.196,6.07691e-07,0.000782596
8,1,0.958146,0.40455,0.107642,100.332,0.00107286,0.0285587
8,1,0.774399,0.718436,0.422449,65.5396,0.00644571,0.0627511
8,1,1.11172,0.208656,0.0250475,135.072,0.000185438,0.012695
8,1,0.932273,-0.365215,0.0524761,94.9862,0.00055246,0.0264974
8,1,0.980091,-0.251561,0.0268036,104.98,0.000255321,0.017361
8,1,0.935097,0.400563,0.105241,95.5626,0.00110128,0.0289742
8,1,0.874838,-0.908495,0.230628,83.643,0.00275728,0.0702413
8,1,0.999404,0.000222834,2.48313e-08,109.158,2.27479e-10,1.50813e-05
8,1,3.25525,1.09079,1.27026,1158.09,0.00109685,0.022665
8,1,0.969851,0.184187,0.0191964,102.798,0.000186739,0.0128455
8,1,1.08818,-0.123777,0.0070567,129.413,5.45286e-05,0.00769374
8,1,0.983683,0.00936938,4.41677e-05,105.751,4.17657e-07,0.000644248
8,1,0.849997,0.113145,0.00690479,78.9604,8.74462e-05,0.00900356
