x,V,nu
-4.454969979986658224e-01,5.139633823714970795e+00,2.511381051592321278e-01
-4.430953969312876328e-01,5.167038349966529331e+00,2.581369910318705441e-01
-4.406937958639094433e-01,5.194367020231218213e+00,2.653101777688789964e-01
-4.382921947965312537e-01,5.221618659279971375e+00,2.726610699624229528e-01
-4.358905937291528421e-01,5.248792098270842033e+00,2.801931005819597864e-01
-4.334889926617746525e-01,5.275886174748989355e+00,2.879097295931963840e-01
-4.310873915943964629e-01,5.302899732646694453e+00,2.958144424994192945e-01
-4.286857905270180513e-01,5.329831622283354164e+00,3.039107488019481274e-01
-4.262841894596398618e-01,5.356680700365471282e+00,3.122021803802384476e-01
-4.238825883922616722e-01,5.383445829986671427e+00,3.206922897914570303e-01
-4.214809873248834826e-01,5.410125880627688844e+00,3.293846484866383428e-01
-4.190793862575050710e-01,5.436719728156380604e+00,3.382828449392831227e-01
-4.166777851901268814e-01,5.463226254827706185e+00,3.473904826915245603e-01
-4.142761841227486919e-01,5.489644349283748781e+00,3.567111783126583058e-01
-4.118745830553702802e-01,5.515972906553705535e+00,3.662485592682226954e-01
-4.094729819879920907e-01,5.542210828053881322e+00,3.760062617019178099e-01
-4.070713809206139011e-01,5.568357021587702071e+00,3.859879281274332663e-01
-4.046697798532357115e-01,5.594410401345704109e+00,3.961972050295058945e-01
-4.022681787858572999e-01,5.620369887905546591e+00,4.066377403739516172e-01
-3.998665777184791104e-01,5.646234408231991075e+00,4.173131810248366103e-01
-3.974649766511009208e-01,5.672002895676918399e+00,4.282271700714184726e-01
-3.950633755837225092e-01,5.697674289979329565e+00,4.393833440611007446e-01
-3.926617745163443196e-01,5.723247537265331530e+00,4.507853301393083267e-01
-3.902601734489661300e-01,5.748721590048149643e+00,4.624367430970701132e-01
-3.878585723815879405e-01,5.774095407228124976e+00,4.743411823243110503e-01
-3.854569713142095289e-01,5.799367954092713440e+00,4.865022286717997635e-01
-3.830553702468313393e-01,5.824538202316478674e+00,4.989234412194388235e-01
-3.806537691794531497e-01,5.849605129961108041e+00,5.116083539515260403e-01
-3.782521681120749601e-01,5.874567721475397519e+00,5.245604723409050818e-01
-3.758505670446965485e-01,5.899424967695260591e+00,5.377832698425168978e-01
-3.734489659773183590e-01,5.924175865843721134e+00,5.512801842953255482e-01
-3.710473649099401694e-01,5.948819419530920527e+00,5.650546142354259116e-01
-3.686457638425617578e-01,5.973354638754120316e+00,5.791099151206907658e-01
-3.662441627751835682e-01,5.997780539897680896e+00,5.934493954686774764e-01
-3.638425617078053786e-01,6.022096145733092598e+00,6.080763129092005004e-01
-3.614409606404271891e-01,6.046300485418952597e+00,6.229938701519789346e-01
-3.590393595730487775e-01,6.070392594500976458e+00,6.382052108735979390e-01
-3.566377585056705879e-01,6.094371514911991028e+00,6.537134155243193856e-01
-3.542361574382923983e-01,6.118236294971936218e+00,6.695214970558223122e-01
-3.518345563709139867e-01,6.141985989387874767e+00,6.856323965738049253e-01
-3.494329553035357971e-01,6.165619659253970042e+00,7.020489789193381513e-01
-3.470313542361576076e-01,6.189136372051512680e+00,7.187740281786283436e-01
-3.446297531687794180e-01,6.212535201648904604e+00,7.358102431245833186e-01
-3.422281521014010064e-01,6.235815228301657243e+00,7.531602325961284095e-01
-3.398265510340228168e-01,6.258975538652401305e+00,7.708265108168660396e-01
-3.374249499666446273e-01,6.282015225730879671e+00,7.888114926551242911e-01
-3.350233488992662156e-01,6.304933388953952722e+00,8.071174888313720208e-01
-3.326217478318880261e-01,6.327729134125590349e+00,8.257467010765355830e-01
-3.302201467645098365e-01,6.350401573436880831e+00,8.447012172448987721e-01
-3.278185456971316469e-01,6.372949825466026397e+00,8.639830063854011533e-01
-3.254169446297532353e-01,6.395373015178343223e+00,8.835939137772172991e-01
-3.230153435623750457e-01,6.417670273926261437e+00,9.035356559336982230e-01
-3.206137424949968562e-01,6.439840739449326890e+00,9.238098155795666511e-01
-3.182121414276184446e-01,6.461883555874198493e+00,9.444178366065255625e-01
-3.158105403602402550e-01,6.483797873714651772e+00,9.653610190127845936e-01
-3.134089392928620654e-01,6.505582849871570872e+00,9.866405138334133351e-01
-3.110073382254838759e-01,6.527237647632964546e+00,1.008257318063831676e+00
-3.086057371581054642e-01,6.548761436673948388e+00,1.030212269584994456e+00
-3.062041360907272747e-01,6.570153393056751945e+00,1.052506042097367756e+00
-3.038025350233490851e-01,6.591412699230723149e+00,1.075139140067184140e+00
-3.014009339559706735e-01,6.612538544032325660e+00,1.098111893692972574e+00
-2.989993328885924839e-01,6.633530122685131758e+00,1.121424453899834806e+00
-2.965977318212142944e-01,6.654386636799832111e+00,1.145076787366180682e+00
-2.941961307538361048e-01,6.675107294374228672e+00,1.169068671591115605e+00
-2.917945296864576932e-01,6.695691309793248891e+00,1.193399690010902292e+00
-2.893929286190795036e-01,6.716137903828915512e+00,1.218069227169226831e+00
-2.869913275517013140e-01,6.736446303640382105e+00,1.243076463950488764e+00
-2.845897264843231245e-01,6.756615742773909972e+00,1.268420372882909097e+00
-2.821881254169447129e-01,6.776645461162877027e+00,1.294099713519056838e+00
-2.797865243495665233e-01,6.796534705127772469e+00,1.320113027902733105e+00
-2.773849232821883337e-01,6.816282727376202999e+00,1.346458636128595732e+00
-2.749833222148099221e-01,6.835888787002891931e+00,1.373134632003113920e+00
-2.725817211474317325e-01,6.855352149489666758e+00,1.400138878814849441e+00
-2.701801200800535430e-01,6.874672086705481355e+00,1.427469005223497289e+00
-2.677785190126753534e-01,6.893847876906400884e+00,1.455122401273097221e+00
-2.653769179452969418e-01,6.912878804735602678e+00,1.483096214539372903e+00
-2.629753168779187522e-01,6.931764161223376242e+00,1.511387346420472566e+00
-2.605737158105405626e-01,6.950503243787131247e+00,1.539992448576918971e+00
-2.581721147431621510e-01,6.969095356231391314e+00,1.568907919530881490e+00
-2.557705136757839615e-01,6.987539808747786907e+00,1.598129901432533195e+00
-2.533689126084057719e-01,7.005835917915073097e+00,1.627654277001496563e+00
-2.509673115410275823e-01,7.023983006699113574e+00,1.657476666652588193e+00
-2.485657104736491707e-01,7.041980404452889530e+00,1.687592425811582642e+00
-2.461641094062709811e-01,7.059827446916490779e+00,1.717996642432011223e+00
-2.437625083388927916e-01,7.077523476217130849e+00,1.748684134719696415e+00
-2.413609072715143800e-01,7.095067840869130116e+00,1.779649449072473022e+00
-2.389593062041361904e-01,7.112459895773925567e+00,1.810886858243761388e+00
-2.365577051367580008e-01,7.129699002220069914e+00,1.842390359736276961e+00
-2.341561040693798112e-01,7.146784527883228932e+00,1.874153674436041195e+00
-2.317545030020013996e-01,7.163715846826185896e+00,1.906170245490918846e+00
-2.293529019346232101e-01,7.180492339498834475e+00,1.938433237442952484e+00
-2.269513008672450205e-01,7.197113392738184068e+00,1.970935535620304657e+00
-2.245496997998668309e-01,7.213578399768357130e+00,2.003669745796337498e+00
-2.221480987324884193e-01,7.229886760200598950e+00,2.036628194122042768e+00
-2.197464976651102297e-01,7.246037880033255441e+00,2.069802927337805354e+00
-2.173448965977320402e-01,7.262031171651799788e+00,2.103185713271385371e+00
-2.149432955303536286e-01,7.277866053828812021e+00,2.136768041625754400e+00
-2.125416944629754390e-01,7.293541951723988781e+00,2.170541125064847865e+00
-2.101400933955972494e-01,7.309058296884141548e+00,2.204495900600416114e+00
-2.077384923282190599e-01,7.324414527243194861e+00,2.238623031286336218e+00
-2.053368912608406482e-01,7.339610087122192539e+00,2.272912908222529005e+00
-2.029352901934624587e-01,7.354644427229284354e+00,2.307355652874430341e+00
-2.005336891260842691e-01,7.369517004659742909e+00,2.341941119711538288e+00
-1.981320880587058575e-01,7.384227282895951205e+00,2.376658899166824934e+00
-1.957304869913276679e-01,7.398774731807406191e+00,2.411498320921726446e+00
-1.933288859239494784e-01,7.413158827650721427e+00,2.446448457517842012e+00
-1.909272848565712888e-01,7.427379053069623538e+00,2.481498128297833894e+00
-1.885256837891928772e-01,7.441434897094955758e+00,2.516635903677513220e+00
-1.861240827218146876e-01,7.455325855144672609e+00,2.551850109749218554e+00
-1.837224816544364980e-01,7.469051429023844335e+00,2.587128833217573476e+00
-1.813208805870580864e-01,7.482611126924656020e+00,2.622459926668638364e+00
-1.789192795196798969e-01,7.496004463426406694e+00,2.657831014169918404e+00
-1.765176784523017073e-01,7.509230959495512892e+00,2.693229497202729750e+00
-1.741160773849235177e-01,7.522290142485499764e+00,2.728642560924482208e+00
-1.717144763175451061e-01,7.535181546137012631e+00,2.764057180758692667e+00
-1.693128752501669165e-01,7.547904710577807208e+00,2.799460129310900047e+00
-1.669112741827887270e-01,7.560459182322756710e+00,2.834837983607243928e+00
-1.645096731154103153e-01,7.572844514273848304e+00,2.870177132652353968e+00
-1.621080720480321258e-01,7.585060265720178663e+00,2.905463785303135538e+00
-1.597064709806539362e-01,7.597106002337968178e+00,2.940683978451672509e+00
-1.573048699132757466e-01,7.608981296190542309e+00,2.975823585514918879e+00
-1.549032688458973350e-01,7.620685725728350235e+00,3.010868325224973496e+00
-1.525016677785191455e-01,7.632218875788946200e+00,3.045803770711855485e+00
-1.501000667111409559e-01,7.643580337597004615e+00,3.080615358873900256e+00
-1.476984656437625443e-01,7.654769708764315617e+00,3.115288400027853122e+00
-1.452968645763843547e-01,7.665786593289777073e+00,3.149808087831119874e+00
-1.428952635090061651e-01,7.676630601559409683e+00,3.184159509468031946e+00
-1.404936624416279756e-01,7.687301350346342765e+00,3.218327656090290478e+00
-1.380920613742495640e-01,7.697798462810822251e+00,3.252297433502655100e+00
-1.356904603068713744e-01,7.708121568500208909e+00,3.286053673085651550e+00
-1.332888592394931848e-01,7.718270303348975681e+00,3.319581142941956831e+00
-1.308872581721149952e-01,7.728244309678713897e+00,3.352864559257451749e+00
-1.284856571047365836e-01,7.738043236198125285e+00,3.385888597865819971e+00
-1.260840560373583941e-01,7.747666738003028186e+00,3.418637906004068139e+00
-1.236824549699802045e-01,7.757114476576355777e+00,3.451097114246831854e+00
-1.212808539026017929e-01,7.766386119788154296e+00,3.483250848606604944e+00
-1.188792528352236033e-01,7.775481341895586596e+00,3.515083742787621368e+00
-1.164776517678454137e-01,7.784399823542925922e+00,3.546580450579049248e+00
-1.140760507004672242e-01,7.793141251761566579e+00,3.577725658373588580e+00
-1.116744496330888126e-01,7.801705319970012376e+00,3.608504097798071797e+00
-1.092728485657106230e-01,7.810091727973880182e+00,3.638900558440277599e+00
-1.068712474983324334e-01,7.818300181965905260e+00,3.668899900658021185e+00
-1.044696464309540218e-01,7.826330394525937706e+00,3.698487068454792137e+00
-1.020680453635758322e-01,7.834182084620937125e+00,3.727647102406107305e+00
-9.966644429619764267e-02,7.841854977604984178e+00,3.756365152621798487e+00
-9.726484322881945310e-02,7.849348805219268144e+00,3.784626491727115294e+00
-9.486324216144104149e-02,7.856663305592098467e+00,3.812416527847452219e+00
-9.246164109406285192e-02,7.863798223238891438e+00,3.839720817579504786e+00
-9.006004002668466235e-02,7.870753309062185288e+00,3.866525078932860460e+00
-8.765843895930625074e-02,7.877528320351629532e+00,3.892815204225549941e+00
-8.525683789192806117e-02,7.884123020783988522e+00,3.918577272915553245e+00
-8.285523682454987160e-02,7.890537180423139674e+00,3.943797564353164198e+00
-8.045363575717168203e-02,7.896770575720077012e+00,3.968462570436473769e+00
-7.805203468979327042e-02,7.902822989512909402e+00,3.992559008153045763e+00
-7.565043362241508085e-02,7.908694211026855214e+00,4.016073831991120890e+00
-7.324883255503689128e-02,7.914384035874255652e+00,4.038994246203770899e+00
-7.084723148765870171e-02,7.919892266054559649e+00,4.061307716908975074e+00
-6.844563042028029010e-02,7.925218709954331864e+00,4.083001984009108298e+00
-6.604402935290210053e-02,7.930363182347253570e+00,4.104065072913845924e+00
-6.364242828552391096e-02,7.935325504394119989e+00,4.124485306049377797e+00
-6.124082721814549934e-02,7.940105503642838514e+00,4.144251314138696962e+00
-5.883922615076730978e-02,7.944703014028434040e+00,4.163352047236239528e+00
-5.643762508338912021e-02,7.949117875873043637e+00,4.181776785502385962e+00
-5.403602401601093064e-02,7.953349935885920097e+00,4.199515149701715799e+00
-5.163442294863251902e-02,7.957399047163429273e+00,4.216557111410055292e+00
-4.923282188125432945e-02,7.961265069189056298e+00,4.232893002916163105e+00
-4.683122081387613989e-02,7.964947867833391371e+00,4.248513526803507467e+00
-4.442961974649772827e-02,7.968447315354150184e+00,4.263409765198531431e+00
-4.202801867911953870e-02,7.971763290396154389e+00,4.277573188671380144e+00
-3.962641761174134913e-02,7.974895677991344911e+00,4.290995664776763086e+00
-3.722481654436315957e-02,7.977844369558775739e+00,4.303669466222361351e+00
-3.482321547698474795e-02,7.980609262904612144e+00,4.315587278652659897e+00
-3.242161440960655838e-02,7.983190262222141342e+00,4.326742208036708170e+00
-3.002001334222836881e-02,7.985587278091758279e+00,4.337127787649001753e+00
-2.761841227484995720e-02,7.987800227480974513e+00,4.346737984633184837e+00
-2.521681120747176763e-02,7.989829033744415554e+00,4.355567206138903913e+00
-2.281521014009357806e-02,7.991673626623824411e+00,4.363610305022538327e+00
-2.041360907271538849e-02,7.993333942248053603e+00,4.370862585103259867e+00
-1.801200800533697688e-02,7.994809923133075813e+00,4.377319805966812361e+00
-1.561040693795878731e-02,7.996101518181974122e+00,4.382978187309775286e+00
-1.320880587058059774e-02,7.997208682684945558e+00,4.387834412817610996e+00
-1.080720480320218613e-02,7.998131378319304652e+00,4.391885633570808523e+00
-8.405603735823996558e-03,7.998869573149478995e+00,4.395129470974132424e+00
-6.004002668445806989e-03,7.999423241627011016e+00,4.397564019204342145e+00
-3.602401601067617420e-03,7.999792364590557092e+00,4.399187847172782106e+00
-1.200800533689205807e-03,7.999976929265884884e+00,4.399999999999995914e+00
1.200800533688983762e-03,7.999976929265884884e+00,4.400000000000000355e+00
3.602401601067173331e-03,7.999792364590557092e+00,4.399187847172793653e+00
6.004002668445584945e-03,7.999423241627011016e+00,4.397564019204363461e+00
8.405603735823774514e-03,7.998869573149478995e+00,4.395129470974162622e+00
1.080720480320196408e-02,7.998131378319304652e+00,4.391885633570851155e+00
1.320880587058015365e-02,7.997208682684945558e+00,4.387834412817669616e+00
1.561040693795856527e-02,7.996101518181974122e+00,4.382978187309849005e+00
1.801200800533675483e-02,7.994809923133075813e+00,4.377319805966891408e+00
2.041360907271494440e-02,7.993333942248055379e+00,4.370862585103349574e+00
2.281521014009313397e-02,7.991673626623824411e+00,4.363610305022666225e+00
2.521681120747154559e-02,7.989829033744415554e+00,4.355567206139042469e+00
2.761841227484973516e-02,7.987800227480974513e+00,4.346737984633318064e+00
3.002001334222792472e-02,7.985587278091758279e+00,4.337127787649125210e+00
3.242161440960633634e-02,7.983190262222141342e+00,4.326742208036846726e+00
3.482321547698452591e-02,7.980609262904612144e+00,4.315587278652833980e+00
3.722481654436271548e-02,7.977844369558775739e+00,4.303669466222569184e+00
3.962641761174090504e-02,7.974895677991346687e+00,4.290995664777021545e+00
4.202801867911931666e-02,7.971763290396154389e+00,4.277573188671704330e+00
4.442961974649750623e-02,7.968447315354151961e+00,4.263409765198906243e+00
4.683122081387569580e-02,7.964947867833393147e+00,4.248513526803860074e+00
4.923282188125410741e-02,7.961265069189056298e+00,4.232893002916509495e+00
5.163442294863229698e-02,7.957399047163431050e+00,4.216557111410463854e+00
5.403602401601048655e-02,7.953349935885920097e+00,4.199515149702154559e+00
5.643762508338867612e-02,7.949117875873043637e+00,4.181776785502837157e+00
5.883922615076708773e-02,7.944703014028434040e+00,4.163352047236632103e+00
6.124082721814527730e-02,7.940105503642840290e+00,4.144251314139083320e+00
6.364242828552346687e-02,7.935325504394119989e+00,4.124485306049839650e+00
6.604402935290187848e-02,7.930363182347255346e+00,4.104065072914254486e+00
6.844563042028006805e-02,7.925218709954331864e+00,4.083001984009477781e+00
7.084723148765825762e-02,7.919892266054559649e+00,4.061307716909345444e+00
7.324883255503644719e-02,7.914384035874257428e+00,4.038994246204272720e+00
7.565043362241485880e-02,7.908694211026856991e+00,4.016073831991667120e+00
7.805203468979304837e-02,7.902822989512909402e+00,3.992559008153555133e+00
8.045363575717123794e-02,7.896770575720078789e+00,3.968462570437021331e+00
8.285523682454942751e-02,7.890537180423141450e+00,3.943797564353713980e+00
8.525683789192783912e-02,7.884123020783988522e+00,3.918577272916225152e+00
8.765843895930602869e-02,7.877528320351631308e+00,3.892815204226353742e+00
9.006004002668421826e-02,7.870753309062187064e+00,3.866525078933710002e+00
9.246164109406262988e-02,7.863798223238891438e+00,3.839720817580360990e+00
9.486324216144081944e-02,7.856663305592098467e+00,3.812416527848378589e+00
9.726484322881900901e-02,7.849348805219269920e+00,3.784626491728035003e+00
9.966644429619719858e-02,7.841854977604985955e+00,3.756365152622718639e+00
1.020680453635756102e-01,7.834182084620938902e+00,3.727647102407118496e+00
1.044696464309537998e-01,7.826330394525937706e+00,3.698487068455810434e+00
1.068712474983319893e-01,7.818300181965907036e+00,3.668899900658940449e+00
1.092728485657104009e-01,7.810091727973880182e+00,3.638900558441064526e+00
1.116744496330885905e-01,7.801705319970012376e+00,3.608504097798882260e+00
1.140760507004667801e-01,7.793141251761568356e+00,3.577725658374438567e+00
1.164776517678449697e-01,7.784399823542927699e+00,3.546580450579899235e+00
1.188792528352233813e-01,7.775481341895586596e+00,3.515083742788547738e+00
1.212808539026015708e-01,7.766386119788156073e+00,3.483250848607571282e+00
1.236824549699797604e-01,7.757114476576357553e+00,3.451097114247727582e+00
1.260840560373581720e-01,7.747666738003028186e+00,3.418637906004808880e+00
1.284856571047363616e-01,7.738043236198125285e+00,3.385888597866560712e+00
1.308872581721145512e-01,7.728244309678714785e+00,3.352864559258329269e+00
1.332888592394927407e-01,7.718270303348977457e+00,3.319581142942923169e+00
1.356904603068711523e-01,7.708121568500208909e+00,3.286053673086717364e+00
1.380920613742493419e-01,7.697798462810823139e+00,3.252297433503718693e+00
1.404936624416275315e-01,7.687301350346344542e+00,3.218327656091256372e+00
1.428952635090059431e-01,7.676630601559411460e+00,3.184159509469137728e+00
1.452968645763841327e-01,7.665786593289778850e+00,3.149808087832317138e+00
1.476984656437623222e-01,7.654769708764317393e+00,3.115288400029097460e+00
1.501000667111405118e-01,7.643580337597006391e+00,3.080615358875283150e+00
1.525016677785189234e-01,7.632218875788946200e+00,3.045803770713337411e+00
1.549032688458971130e-01,7.620685725728350235e+00,3.010868325226408793e+00
1.573048699132753026e-01,7.608981296190545862e+00,2.975823585516204073e+00
1.597064709806537142e-01,7.597106002337968178e+00,2.940683978453015879e+00
1.621080720480319037e-01,7.585060265720180439e+00,2.905463785304658764e+00
1.645096731154100933e-01,7.572844514273850081e+00,2.870177132653830565e+00
1.669112741827882829e-01,7.560459182322760263e+00,2.834837983608483825e+00
1.693128752501666945e-01,7.547904710577808984e+00,2.799460129312099088e+00
1.717144763175448841e-01,7.535181546137014408e+00,2.764057180759845522e+00
1.741160773849230736e-01,7.522290142485503317e+00,2.728642560925583549e+00
1.765176784523012632e-01,7.509230959495514668e+00,2.693229497203883493e+00
1.789192795196796748e-01,7.496004463426408471e+00,2.657831014171071260e+00
1.813208805870578644e-01,7.482611126924657796e+00,2.622459926669836960e+00
1.837224816544360539e-01,7.469051429023846111e+00,2.587128833218726331e+00
1.861240827218144656e-01,7.455325855144674385e+00,2.551850109750278150e+00
1.885256837891926551e-01,7.441434897094957535e+00,2.516635903678665631e+00
1.909272848565708447e-01,7.427379053069627091e+00,2.481498128299028938e+00
1.933288859239490343e-01,7.413158827650724980e+00,2.446448457519084130e+00
1.957304869913274459e-01,7.398774731807407967e+00,2.411498320923064487e+00
1.981320880587056354e-01,7.384227282895952982e+00,2.376658899168208272e+00
2.005336891260840471e-01,7.369517004659742909e+00,2.341941119712927843e+00
2.029352901934620146e-01,7.354644427229287906e+00,2.307355652875718199e+00
2.053368912608404262e-01,7.339610087122194315e+00,2.272912908223543305e+00
2.077384923282188378e-01,7.324414527243196638e+00,2.238623031287304332e+00
2.101400933955968053e-01,7.309058296884143324e+00,2.204495900601338043e+00
2.125416944629752170e-01,7.293541951723990557e+00,2.170541125065815979e+00
2.149432955303531845e-01,7.277866053828815573e+00,2.136768041626857961e+00
2.173448965977315961e-01,7.262031171651803341e+00,2.103185713272350377e+00
2.197464976651100077e-01,7.246037880033257217e+00,2.069802927338495024e+00
2.221480987324879752e-01,7.229886760200601614e+00,2.036628194122408253e+00
2.245496997998663868e-01,7.213578399768360683e+00,2.003669745796747392e+00
2.269513008672447985e-01,7.197113392738185844e+00,1.970935535620718104e+00
2.293529019346227660e-01,7.180492339498838028e+00,1.938433237443315749e+00
2.317545030020011776e-01,7.163715846826187672e+00,1.906170245491193516e+00
2.341561040693795892e-01,7.146784527883230709e+00,1.874153674436316308e+00
2.365577051367575567e-01,7.129699002220073467e+00,1.842390359736687522e+00
2.389593062041359683e-01,7.112459895773927343e+00,1.810886858244221242e+00
2.413609072715143800e-01,7.095067840869130116e+00,1.779649449073120726e+00
2.437625083388923475e-01,7.077523476217134402e+00,1.748684134720338346e+00
2.461641094062707591e-01,7.059827446916492555e+00,1.717996642432656929e+00
2.485657104736487266e-01,7.041980404452892195e+00,1.687592425812225905e+00
2.509673115410271382e-01,7.023983006699116238e+00,1.657476666653370900e+00
2.533689126084055498e-01,7.005835917915074873e+00,1.627654277002281047e+00
2.557705136757835174e-01,6.987539808747789571e+00,1.598129901433223088e+00
2.581721147431619290e-01,6.969095356231393090e+00,1.568907919531619344e+00
2.605737158105403406e-01,6.950503243787132135e+00,1.539992448577472528e+00
2.629753168779183081e-01,6.931764161223379794e+00,1.511387346420929978e+00
2.653769179452967197e-01,6.912878804735604454e+00,1.483096214539601831e+00
2.677785190126751313e-01,6.893847876906402661e+00,1.455122401272955113e+00
2.701801200800530989e-01,6.874672086705486684e+00,1.427469005223165999e+00
2.725817211474315105e-01,6.855352149489668534e+00,1.400138878814430221e+00
2.749833222148099221e-01,6.835888787002891931e+00,1.373134632002650735e+00
2.773849232821878896e-01,6.816282727376205663e+00,1.346458636128221809e+00
2.797865243495663012e-01,6.796534705127774245e+00,1.320113027902452663e+00
2.821881254169442688e-01,6.776645461162881467e+00,1.294099713518726880e+00
2.845897264843226804e-01,6.756615742773913524e+00,1.268420372882580693e+00
2.869913275517010920e-01,6.736446303640382993e+00,1.243076463950163690e+00
2.893929286190790595e-01,6.716137903828919065e+00,1.218069227168805835e+00
2.917945296864574711e-01,6.695691309793250667e+00,1.193399690010297665e+00
2.941961307538358827e-01,6.675107294374230449e+00,1.169068671590326902e+00
2.965977318212138503e-01,6.654386636799834776e+00,1.145076787365622462e+00
2.989993328885922619e-01,6.633530122685133534e+00,1.121424453899508844e+00
3.014009339559706735e-01,6.612538544032325660e+00,1.098111893692694574e+00
3.038025350233486410e-01,6.591412699230726702e+00,1.075139140066763588e+00
3.062041360907270526e-01,6.570153393056753721e+00,1.052506042096949423e+00
3.086057371581050202e-01,6.548761436673951053e+00,1.030212269584806828e+00
3.110073382254834318e-01,6.527237647632967210e+00,1.008257318063690233e+00
3.134089392928618434e-01,6.505582849871572648e+00,9.866405138335043734e-01
3.158105403602398109e-01,6.483797873714654436e+00,9.653610190127821511e-01
3.182121414276182225e-01,6.461883555874202045e+00,9.444178366063370467e-01
3.206137424949966341e-01,6.439840739449327778e+00,9.238098155796585775e-01
3.230153435623746017e-01,6.417670273926266766e+00,9.035356559340640414e-01
3.254169446297530133e-01,6.395373015178346776e+00,8.835939137777235608e-01
3.278185456971314249e-01,6.372949825466028173e+00,8.639830063859551545e-01
3.302201467645093924e-01,6.350401573436885272e+00,8.447012172453578494e-01
3.326217478318878040e-01,6.327729134125592125e+00,8.257467010770431770e-01
3.350233488992662156e-01,6.304933388953952722e+00,8.071174888317420582e-01
3.374249499666441832e-01,6.282015225730883223e+00,7.888114926554454787e-01
3.398265510340225948e-01,6.258975538652403081e+00,7.708265108174663371e-01
3.422281521014005623e-01,6.235815228301661683e+00,7.531602325970969680e-01
3.446297531687789739e-01,6.212535201648907268e+00,7.358102431256922094e-01
3.470313542361573855e-01,6.189136372051516233e+00,7.187740281796901609e-01
3.494329553035353531e-01,6.165619659253974483e+00,7.020489789204458209e-01
3.518345563709137647e-01,6.141985989387876543e+00,6.856323965745440008e-01
3.542361574382921763e-01,6.118236294971938882e+00,6.695214970564223878e-01
3.566377585056701438e-01,6.094371514911995469e+00,6.537134155251494994e-01
3.590393595730485554e-01,6.070392594500980010e+00,6.382052108744284968e-01
3.614409606404269670e-01,6.046300485418954374e+00,6.229938701526718248e-01
3.638425617078049346e-01,6.022096145733097039e+00,6.080763129098457620e-01
3.662441627751833462e-01,5.997780539897683560e+00,5.934493954692774409e-01
3.686457638425613137e-01,5.973354638754123869e+00,5.791099151211976936e-01
3.710473649099397253e-01,5.948819419530926744e+00,5.650546142360239887e-01
3.734489659773181369e-01,5.924175865843723798e+00,5.512801842960642906e-01
3.758505670446961044e-01,5.899424967695265032e+00,5.377832698432085667e-01
3.782521681120745161e-01,5.874567721475401072e+00,5.245604723414122317e-01
3.806537691794529277e-01,5.849605129961109817e+00,5.116083539519877821e-01
3.830553702468308952e-01,5.824538202316484004e+00,4.989234412202225855e-01
3.854569713142093068e-01,5.799367954092715216e+00,4.865022286728630796e-01
3.878585723815877184e-01,5.774095407228127641e+00,4.743411823251426074e-01
3.902601734489656859e-01,5.748721590048154084e+00,4.624367430977159854e-01
3.926617745163440976e-01,5.723247537265333307e+00,4.507853301401402724e-01
3.950633755837225092e-01,5.697674289979329565e+00,4.393833440618410413e-01
3.974649766511004767e-01,5.672002895676922840e+00,4.282271700719255669e-01
3.998665777184788883e-01,5.646234408231992852e+00,4.173131810250207407e-01
4.022681787858568558e-01,5.620369887905551920e+00,4.066377403739033225e-01
4.046697798532352675e-01,5.594410401345710326e+00,3.961972050295959891e-01
4.070713809206136791e-01,5.568357021587703848e+00,3.859879281272938223e-01
4.094729819879916466e-01,5.542210828053885763e+00,3.760062617014535147e-01
4.118745830553700582e-01,5.515972906553708199e+00,3.662485592678516588e-01
4.142761841227484698e-01,5.489644349283751446e+00,3.567111783124723989e-01
4.166777851901264373e-01,5.463226254827710626e+00,3.473904826914306909e-01
4.190793862575048490e-01,5.436719728156384157e+00,3.382828449390043457e-01
4.214809873248832606e-01,5.410125880627691508e+00,3.293846484861287505e-01
4.238825883922612281e-01,5.383445829986675868e+00,3.206922897907156234e-01
4.262841894596396397e-01,5.356680700365473946e+00,3.122021803790813732e-01
4.286857905270176072e-01,5.329831622283358605e+00,3.039107488008832014e-01
4.310873915943960188e-01,5.302899732646698894e+00,2.958144424985856280e-01
4.334889926617744305e-01,5.275886174748992019e+00,2.879097295923632172e-01
4.358905937291523980e-01,5.248792098270847362e+00,2.801931005810797126e-01
4.382921947965308096e-01,5.221618659279977592e+00,2.726610699617739164e-01
4.406937958639092212e-01,5.194367020231220877e+00,2.653101777682309592e-01
4.430953969312871887e-01,5.167038349966535549e+00,2.581369910309443405e-01
4.454969979986656003e-01,5.139633823714973460e+00,2.511381051583530533e-01
4.478985990660440120e-01,5.112154623092719063e+00,2.443101452418555974e-01
4.503002001334219795e-01,5.084601936103071651e+00,2.376497672873948697e-01
4.527018012008003911e-01,5.056976957136426698e+00,2.311536593715661780e-01
4.551034022681788027e-01,5.029280886970315834e+00,2.248185427282579085e-01
4.575050033355567702e-01,5.001514932769377531e+00,2.186411727647363246e-01
4.599066044029351819e-01,4.973680308085353552e+00,2.126183400087330033e-01
4.623082054703131494e-01,4.945778232857120926e+00,2.067468709901751078e-01
4.647098065376915610e-01,4.917809933410647538e+00,2.010236290567733453e-01
4.671114076050699726e-01,4.889776642459036538e+00,1.954455151274117342e-01
4.695130086724479401e-01,4.861679599102498806e+00,1.900094683834170073e-01
4.719146097398263517e-01,4.833520048828350291e+00,1.847124669000790864e-01
