x,V,Vhat_saddle,dV_saddle,Vhat_wiggle,dV_wiggle,Vhat_slope,dV_slope,Vhat_well,dV_well,Vhat_wells,dV_wells,Vhat_ripple,dV_ripple
-1.61988,31.6489,31.6489,3.32129e-25,31.6489,-2.60615e-24,31.6489,7.81515e-45,31.6489,2.9233e-68,31.6489,7.06527e-06,31.6529,0.00392845
-1.61027,30.4511,30.4511,6.61878e-25,30.4511,-5.16282e-24,30.4511,1.92806e-44,30.4511,8.92829e-68,30.4511,9.18709e-06,30.456,0.00497863
-1.60067,29.2832,29.2832,1.31362e-24,29.2832,-1.01854e-23,29.2832,4.73721e-44,29.2832,2.7157e-67,29.2832,1.18972e-05,29.289,0.0058456
-1.59106,28.145,28.145,2.59644e-24,28.145,-2.00112e-23,28.145,1.15916e-43,28.145,8.22646e-67,28.145,1.53438e-05,28.1515,0.00649745
-1.58145,27.0359,27.0359,5.111e-24,27.0359,-3.91536e-23,27.0359,2.82476e-43,27.0359,2.48178e-66,27.0359,1.97078e-05,27.0428,0.0069102
-1.57185,25.9557,25.9557,1.00197e-23,25.9557,-7.62908e-23,25.9557,6.85552e-43,25.9557,7.45646e-66,25.9557,2.52094e-05,25.9628,0.00706865
-1.56224,24.9039,24.9039,1.95622e-23,24.9039,-1.48039e-22,24.9039,1.65698e-42,24.9039,2.23111e-65,24.9039,3.21148e-05,24.9109,0.00696698
-1.55264,23.8801,23.8801,3.80367e-23,23.8801,-2.86076e-22,23.8801,3.98853e-42,23.8801,6.64856e-65,23.8801,4.07443e-05,23.8867,0.00660893
-1.54303,22.8839,22.8839,7.36555e-23,22.8839,-5.5054e-22,22.8839,9.56152e-42,22.8839,1.97312e-64,22.8839,5.1481e-05,22.8899,0.00600767
-1.53342,21.9149,21.9149,1.42045e-22,21.9149,-1.05511e-21,21.9149,2.28276e-41,21.9149,5.83174e-64,21.9149,6.47808e-05,21.92,0.00518532
-1.52382,20.9727,20.9727,2.72815e-22,20.9727,-2.01377e-21,20.9727,5.42765e-41,20.9727,1.71657e-63,20.9728,8.11828e-05,20.9769,0.00417216
-1.51421,20.0569,20.0569,5.21827e-22,20.0569,-3.82756e-21,20.0569,1.28523e-40,20.0569,5.03203e-63,20.057,0.000101321,20.0599,0.00300547
-1.5046,19.1672,19.1672,9.94042e-22,19.1672,-7.24496e-21,19.1672,3.0309e-40,19.1672,1.46907e-62,19.1673,0.000125938,19.1689,0.00172817
-1.495,18.3031,18.3031,1.88583e-21,18.3031,-1.36569e-20,18.3031,7.11835e-40,18.3031,4.27133e-62,18.3033,0.000155894,18.3035,0.000387276
-1.48539,17.4644,17.4644,3.56301e-21,17.4644,-2.5637e-20,17.4644,1.66497e-39,17.4644,1.2368e-61,17.4645,0.000192187,17.4634,-0.000967869
-1.47578,16.6505,16.6505,6.70427e-21,16.6505,-4.79274e-20,16.6505,3.87839e-39,16.6505,3.56663e-61,16.6507,0.000235958,16.6482,-0.0022874
-1.46618,15.8611,15.8611,1.25633e-20,15.8611,-8.92278e-20,15.8611,8.99739e-39,15.8611,1.02431e-60,15.8614,0.000288513,15.8575,-0.00352275
-1.45657,15.0958,15.0958,2.34464e-20,15.0958,-1.65431e-19,15.0958,2.07874e-38,15.0958,2.92973e-60,15.0962,0.000351329,15.0912,-0.00462846
-1.44696,14.3543,14.3543,4.3578e-20,14.3543,-3.05446e-19,14.3543,4.78301e-38,14.3543,8.34528e-60,14.3548,0.000426071,14.3488,-0.00556385
-1.43736,13.6362,13.6362,8.06633e-20,13.6362,-5.6163e-19,13.6362,1.09603e-37,13.6362,2.36741e-59,13.6368,0.000514599,13.6299,-0.00629449
-1.42775,12.9412,12.9412,1.48698e-19,12.9412,-1.02841e-18,12.9412,2.50127e-37,12.9412,6.68842e-59,12.9418,0.000618977,12.9344,-0.00679349
-1.41815,12.2688,12.2688,2.72993e-19,12.2688,-1.87535e-18,12.2688,5.68486e-37,12.2688,1.88188e-58,12.2695,0.000741479,12.2617,-0.0070425
-1.40854,11.6187,11.6187,4.99133e-19,11.6187,-3.40561e-18,11.6187,1.28676e-36,11.6187,5.27328e-58,11.6195,0.00088459,11.6116,-0.00703234
-1.39893,10.9905,10.9905,9.08868e-19,10.9905,-6.15896e-18,10.9905,2.90063e-36,10.9905,1.47159e-57,10.9915,0.001051,10.9837,-0.0067634
-1.38933,10.3839,10.3839,1.64818e-18,10.3839,-1.10922e-17,10.3839,6.51188e-36,10.3839,4.08991e-57,10.3851,0.00124361,10.3776,-0.00624556
-1.37972,9.7985,9.7985,2.97664e-18,9.7985,-1.98942e-17,9.7985,1.45593e-35,9.7985,1.13203e-56,9.79996,0.00146549,9.793,-0.00549788
-1.37011,9.23398,9.23398,5.35385e-18,9.23398,-3.5533e-17,9.23398,3.24184e-35,9.23398,3.12048e-56,9.2357,0.00171989,9.22944,-0.00454789
-1.36051,8.68999,8.68999,9.59016e-18,8.68999,-6.32028e-17,8.68999,7.18889e-35,8.68999,8.5665e-56,8.692,0.00201019,8.68656,-0.00343053
-1.3509,8.16616,8.16616,1.71082e-17,8.16616,-1.11953e-16,8.16616,1.58764e-34,8.16616,2.34209e-55,8.1685,0.00233988,8.16398,-0.00218694
-1.34129,7.66216,7.66216,3.03949e-17,7.66216,-1.97485e-16,7.66216,3.49188e-34,7.66216,6.37711e-55,7.66487,0.00271249,7.66129,-0.000862859
-1.33169,7.17763,7.17763,5.37795e-17,7.17763,-3.46919e-16,7.17763,7.64868e-34,7.17763,1.72927e-54,7.18076,0.00313156,7.17812,0.000492972
-1.32208,6.71224,6.71224,9.47656e-17,6.71224,-6.06902e-16,6.71224,1.66852e-33,6.71224,4.67002e-54,6.71584,0.00360058,6.71407,0.00183066
-1.31247,6.26565,6.26565,1.66305e-16,6.26565,-1.05732e-15,6.26565,3.62491e-33,6.26565,1.25601e-53,6.26977,0.00412291,6.26875,0.00310098
-1.30287,5.83751,5.83751,2.90654e-16,5.83751,-1.83437e-15,5.83751,7.84296e-33,5.83751,3.36426e-53,5.84222,0.00470168,5.84177,0.00425719
-1.29326,5.42751,5.42751,5.05902e-16,5.42751,-3.16929e-15,5.42751,1.68998e-32,5.42751,8.97433e-53,5.43285,0.00533975,5.43277,0.00525673
-1.28366,5.0353,5.0353,8.76952e-16,5.0353,-5.45298e-15,5.0353,3.62662e-32,5.0353,2.38415e-52,5.04134,0.00603959,5.04137,0.00606283
-1.27405,4.66057,4.66057,1.51392e-15,4.66057,-9.34329e-15,4.66057,7.75072e-32,4.66057,6.3079e-52,4.66737,0.0068032,4.66721,0.00664581
-1.26444,4.30297,4.30297,2.60286e-15,4.30297,-1.59426e-14,4.30297,1.64968e-31,4.30297,1.66209e-51,4.3106,0.00763198,4.30995,0.00698423
-1.25484,3.96219,3.96219,4.45673e-15,3.96219,-2.70903e-14,3.96219,3.49685e-31,3.96219,4.36157e-51,3.97071,0.00852669,3.96925,0.00706563
-1.24523,3.6379,3.6379,7.59978e-15,3.6379,-4.58416e-14,3.6379,7.38198e-31,3.6379,1.13986e-50,3.64739,0.00948729,3.64479,0.00688702
-1.23562,3.32979,3.32979,1.29064e-14,3.32979,-7.72503e-14,3.32979,1.55198e-30,3.32979,2.96671e-50,3.3403,0.0105129,3.33624,0.00645497
-1.22602,3.03754,3.03754,2.18286e-14,3.03754,-1.29638e-13,3.03754,3.24953e-30,3.03754,7.68989e-50,3.04914,0.0116017,3.04332,0.00578537
-1.21641,2.76083,2.76083,3.67677e-14,2.76083,-2.16649e-13,2.76083,6.77599e-30,2.76083,1.9851e-49,2.77358,0.0127509,2.76574,0.00490288
-1.2068,2.49936,2.49936,6.16775e-14,2.49936,-3.60556e-13,2.49936,1.40716e-29,2.49936,5.10347e-49,2.51332,0.0139565,2.5032,0.00383996
-1.1972,2.25281,2.25281,1.0304e-13,2.25281,-5.97558e-13,2.25281,2.91027e-29,2.25281,1.30667e-48,2.26803,0.0152136,2.25545,0.00263573
-1.18759,2.02088,2.02088,1.71436e-13,2.02088,-9.8623e-13,2.02088,5.99434e-29,2.02088,3.33185e-48,2.0374,0.0165161,2.02222,0.00133451
-1.17799,1.80326,1.80326,2.84065e-13,1.80326,-1.62094e-12,1.80326,1.22961e-28,1.80326,8.46105e-48,1.82112,0.0178567,1.80325,-1.58262e-05
-1.16838,1.59966,1.59966,4.68761e-13,1.59966,-2.65305e-12,1.59966,2.51197e-28,1.59966,2.13984e-47,1.61888,0.019227,1.59829,-0.00136558
-1.15877,1.40976,1.40976,7.7038e-13,1.40976,-4.32427e-12,1.40976,5.11068e-28,1.40976,5.38961e-47,1.43038,0.0206178,1.4071,-0.00266507
-1.14917,1.23328,1.23328,1.26089e-12,1.23328,-7.0189e-12,1.23328,1.03553e-27,1.23328,1.35192e-46,1.2553,0.0220187,1.22941,-0.0038665
-1.13956,1.06992,1.06992,2.05526e-12,1.06992,-1.13453e-11,1.06992,2.0896e-27,1.06992,3.37726e-46,1.09334,0.0234186,1.06499,-0.00492564
-1.12995,0.919382,0.919382,3.33639e-12,0.919382,-1.82619e-11,0.919382,4.19937e-27,0.919382,8.40228e-46,0.944188,0.0248055,0.913579,-0.00580351
-1.12035,0.781385,0.781385,5.39393e-12,0.781385,-2.9273e-11,0.781385,8.40474e-27,0.781385,2.08184e-45,0.807552,0.0261669,0.774917,-0.00646782
-1.11074,0.655638,0.655638,8.68465e-12,0.655638,-4.67277e-11,0.655638,1.67526e-26,0.655638,5.13709e-45,0.683128,0.0274902,0.648743,-0.00689411
-1.10113,0.541856,0.541856,1.39257e-11,0.541856,-7.42793e-11,0.541856,3.32552e-26,0.541856,1.26243e-44,0.570618,0.0287621,0.534789,-0.0070667
-1.09153,0.439758,0.439758,2.22384e-11,0.439758,-1.17584e-10,0.439758,6.57439e-26,0.439758,3.08968e-44,0.469727,0.0299697,0.432778,-0.00697924
-1.08192,0.349063,0.349063,3.53676e-11,0.349063,-1.85358e-10,0.349063,1.2944e-25,0.349063,7.53076e-44,0.380163,0.0311002,0.342428,-0.00663494
-1.07231,0.269493,0.269493,5.60181e-11,0.269493,-2.90978e-10,0.269493,2.53807e-25,0.269493,1.82803e-43,0.301635,0.0321412,0.263447,-0.00604648
-1.06271,0.200775,0.200775,8.83627e-11,0.200775,-4.54875e-10,0.200775,4.95627e-25,0.200775,4.41923e-43,0.233856,0.0330812,0.195539,-0.00523551
-1.0531,0.142635,0.142635,1.38812e-10,0.142635,-7.08122e-10,0.142635,9.63887e-25,0.142635,1.06397e-42,0.176544,0.0339092,0.138403,-0.00423187
-1.0435,0.0948027,0.0948027,2.17173e-10,0.0948027,-1.09776e-09,0.0948027,1.86688e-24,0.0948027,2.55111e-42,0.129418,0.0346157,0.0917302,-0.00307251
-1.03389,0.0570112,0.0570112,3.38379e-10,0.0570112,-1.69468e-09,0.0570112,3.60101e-24,0.0570112,6.09185e-42,0.0922035,0.0351923,0.0552111,-0.00180007
-1.02428,0.028995,0.028995,5.25073e-10,0.028995,-2.60525e-09,0.028995,6.91753e-24,0.028995,1.44873e-41,0.0646271,0.0356321,0.0285336,-0.000461391
-1.01468,0.0104914,0.0104914,8.11436e-10,0.0104914,-3.98833e-09,0.0104914,1.32342e-23,0.0104914,3.43119e-41,0.0464211,0.0359296,0.0113857,0.000894266
-1.00507,0.00124012,0.00124012,1.24884e-09,0.00124012,-6.08013e-09,0.00124012,2.52151e-23,0.00124012,8.09321e-41,0.0373215,0.0360814,0.00345714,0.00221701
-0.995464,0.000983294,0.000983296,1.91417e-09,0.000983285,-9.23027e-09,0.000983294,4.78459e-23,0.000983294,1.90115e-40,0.0370688,0.0360855,0.00444147,0.00345818
-0.985857,0.00946555,0.00946555,2.92193e-09,0.00946553,-1.39538e-08,0.00946555,9.04164e-23,0.00946555,4.44763e-40,0.0454075,0.0359419,0.0140376,0.00457208
-0.976251,0.026434,0.026434,4.44201e-09,0.0264339,-2.10064e-08,0.026434,1.70164e-22,0.026434,1.03624e-39,0.0620863,0.0356524,0.0319517,0.00551773
-0.966644,0.051638,0.051638,6.72525e-09,0.051638,-3.14908e-08,0.051638,3.18939e-22,0.051638,2.40443e-39,0.0868584,0.0352204,0.0578984,0.00626033
-0.957038,0.0848298,0.0848298,1.01404e-08,0.0848297,-4.70104e-08,0.0848298,5.95341e-22,0.0848298,5.55625e-39,0.119481,0.0346512,0.0916023,0.00677255
-0.947432,0.125764,0.125764,1.52272e-08,0.125763,-6.98841e-08,0.125764,1.10673e-21,0.125764,1.2787e-38,0.159715,0.0339517,0.132799,0.00703554
-0.937825,0.174196,0.174196,2.27722e-08,0.174196,-1.03452e-07,0.174196,2.04899e-21,0.174196,2.93074e-38,0.207327,0.0331302,0.181236,0.00703963
-0.928219,0.229887,0.229887,3.39164e-08,0.229887,-1.525e-07,0.229887,3.77793e-21,0.229887,6.68965e-38,0.262084,0.0321962,0.236672,0.00678466
-0.918612,0.292599,0.292599,5.03073e-08,0.292598,-2.23858e-07,0.292599,6.93725e-21,0.292599,1.52072e-37,0.323759,0.0311605,0.298879,0.00628001
-0.909006,0.362094,0.362094,7.43143e-08,0.362094,-3.27226e-07,0.362094,1.26864e-20,0.362094,3.4428e-37,0.392129,0.0300346,0.367638,0.00554426
-0.8994,0.43814,0.438141,1.09328e-07,0.43814,-4.76315e-07,0.43814,2.31052e-20,0.43814,7.76236e-37,0.466971,0.028831,0.442745,0.00460449
-0.889793,0.520507,0.520507,1.60181e-07,0.520506,-6.90412e-07,0.520507,4.19083e-20,0.520507,1.74299e-36,0.548069,0.0275623,0.524002,0.00349527
-0.880187,0.608965,0.608966,2.33726e-07,0.608964,-9.96533e-07,0.608965,7.57022e-20,0.608965,3.89775e-36,0.635207,0.0262416,0.611223,0.00225742
-0.87058,0.70329,0.70329,3.39643e-07,0.703288,-1.43232e-06,0.70329,1.36187e-19,0.70329,8.68067e-36,0.728171,0.0248819,0.704226,0.000936505
-0.860974,0.803256,0.803257,4.91539e-07,0.803254,-2.05002e-06,0.803256,2.43995e-19,0.803256,1.92535e-35,0.826752,0.0234961,0.802837,-0.000418877
-0.851368,0.908644,0.908644,7.08453e-07,0.908641,-2.92171e-06,0.908644,4.35358e-19,0.908644,4.25291e-35,0.93074,0.0220966,0.906885,-0.00175884
-0.841761,1.01923,1.01924,1.01691e-06,1.01923,-4.1465e-06,1.01923,7.73623e-19,1.01923,9.3558e-35,1.03993,0.0206955,1.0162,-0.00303409
-0.832155,1.13481,1.13481,1.4537e-06,1.13481,-5.85987e-06,1.13481,1.36909e-18,1.13481,2.04972e-34,1.15411,0.0193038,1.13061,-0.00419767
-0.822548,1.25516,1.25516,2.06959e-06,1.25515,-8.24622e-06,1.25516,2.41297e-18,1.25516,4.47226e-34,1.27309,0.0179321,1.24995,-0.00520679
-0.812942,1.38007,1.38008,2.93435e-06,1.38006,-1.15553e-05,1.38007,4.23538e-18,1.38007,9.71802e-34,1.39666,0.0165896,1.37405,-0.00602429
-0.803336,1.50934,1.50934,4.14343e-06,1.50932,-1.61237e-05,1.50934,7.40374e-18,1.50934,2.10304e-33,1.52462,0.0152849,1.50272,-0.00662011
-0.793729,1.64275,1.64275,5.82674e-06,1.64272,-2.24031e-05,1.64275,1.28893e-17,1.64275,4.53248e-33,1.65677,0.0140251,1.63577,-0.0069723
-0.784123,1.7801,1.78011,8.16038e-06,1.78007,-3.09959e-05,1.7801,2.23473e-17,1.7801,9.72844e-33,1.79292,0.0128164,1.77303,-0.00706792
-0.774516,1.92119,1.92121,1.13819e-05,1.92115,-4.27025e-05,1.92119,3.85868e-17,1.92119,2.07955e-32,1.93286,0.011664,1.91429,-0.00690343
-0.76491,2.06583,2.06585,1.58101e-05,2.06577,-5.85808e-05,2.06583,6.63548e-17,2.06583,4.42705e-32,2.0764,0.0105718,2.05935,-0.00648491
-0.755304,2.21381,2.21384,2.18714e-05,2.21373,-8.00217e-05,2.21381,1.13638e-16,2.21381,9.38594e-32,2.22336,0.00954258,2.20799,-0.00582774
-0.745697,2.36495,2.36498,3.01326e-05,2.36484,-0.000108845,2.36495,1.93819e-16,2.36495,1.9818e-31,2.37353,0.00857833,2.35999,-0.00495611
-0.736091,2.51904,2.51908,4.13442e-05,2.51889,-0.00014742,2.51904,3.29219e-16,2.51904,4.16736e-31,2.52672,0.00767996,2.51514,-0.00390209
-0.726484,2.67591,2.67596,5.64953e-05,2.67571,-0.000198814,2.67591,5.56922e-16,2.67591,8.72732e-31,2.68275,0.00684752,2.6732,-0.00270448
-0.716878,2.83536,2.83543,7.68826e-05,2.83509,-0.000266983,2.83536,9.38256e-16,2.83536,1.8202e-30,2.84144,0.00608032,2.83395,-0.00140735
-0.707272,2.9972,2.99731,0.000104199,2.99685,-0.000356992,2.9972,1.57423e-15,2.9972,3.78074e-30,3.00258,0.00537699,2.99715,-5.8423e-05
-0.697665,3.16127,3.16141,0.000140642,3.1608,-0.000475306,3.16127,2.63046e-15,3.16127,7.82083e-30,3.16601,0.00473554,3.16256,0.00129265
-0.688059,3.32738,3.32757,0.000189055,3.32675,-0.000630121,3.32738,4.37739e-15,3.32738,1.61119e-29,3.33153,0.00415355,3.32997,0.00259616
-0.678452,3.49535,3.4956,0.000253093,3.49451,-0.00083178,3.49535,7.25468e-15,3.49535,3.30569e-29,3.49897,0.00362817,3.49915,0.00380412
-0.668846,3.665,3.66534,0.000337435,3.66391,-0.00109326,3.665,1.1974e-14,3.665,6.75451e-29,3.66816,0.00315628,3.66987,0.0048721
-0.659239,3.83617,3.83662,0.000448041,3.83474,-0.00143077,3.83617,1.96824e-14,3.83617,1.3745e-28,3.83891,0.00273452,3.84193,0.00576078
-0.649633,4.00869,4.00928,0.000592469,4.00682,-0.00186442,4.00869,3.22209e-14,4.00869,2.78557e-28,4.01105,0.00235942,4.01512,0.00643747
-0.640027,4.18238,4.18316,0.000780246,4.17996,-0.00241902,4.18238,5.25309e-14,4.18238,5.62216e-28,4.18441,0.00202745,4.18926,0.00687726
-0.63042,4.35709,4.35811,0.00102333,4.35397,-0.00312504,4.35709,8.52925e-14,4.35709,1.13008e-27,4.35883,0.00173505,4.36416,0.00706397
-0.620814,4.53265,4.53399,0.00133666,4.52863,-0.00401967,4.53265,1.3792e-13,4.53265,2.26223e-27,4.53413,0.00147874,4.53964,0.00699073
-0.611207,4.70891,4.71064,0.00173877,4.70376,-0.00514802,4.70891,2.22105e-13,4.70891,4.51006e-27,4.71016,0.00125514,4.71557,0.00666023
-0.601601,4.88569,4.88795,0.00225259,4.87913,-0.00656449,4.88569,3.56215e-13,4.88569,8.95459e-27,4.88676,0.00106099,4.89178,0.00608463
-0.591995,5.06286,5.06577,0.00290632,5.05453,-0.00833432,5.06286,5.68961e-13,5.06286,1.77063e-26,5.06376,0.000893198,5.06815,0.00528512
-0.582388,5.24026,5.24399,0.00373441,5.22972,-0.0105352,5.24026,9.0505e-13,5.24026,3.48682e-26,5.24101,0.000748865,5.24455,0.00429112
-0.572782,5.41773,5.42251,0.0047788,5.40447,-0.0132592,5.41773,1.43378e-12,5.41773,6.83831e-26,5.41836,0.000625285,5.42087,0.00313921
-0.563175,5.59514,5.60123,0.00609025,5.57852,-0.0166145,5.59514,2.26208e-12,5.59514,1.33563e-25,5.59566,0.000519962,5.59701,0.00187177
-0.553569,5.77233,5.78006,0.00772983,5.7516,-0.0207277,5.77233,3.55431e-12,5.77233,2.59804e-25,5.77276,0.00043061,5.77286,0.000535456
-0.543963,5.94916,5.95893,0.00977065,5.92341,-0.0257455,5.94916,5.56185e-12,5.94916,5.03293e-25,5.94952,0.000355153,5.94834,-0.000820564
-0.534356,6.1255,6.1378,0.0122997,6.09366,-0.0318373,6.1255,8.66769e-12,6.1255,9.70993e-25,6.12579,0.000291719,6.12335,-0.00214639
-0.52475,6.3012,6.31662,0.0154201,6.262,-0.0391966,6.3012,1.34526e-11,6.3012,1.86565e-24,6.30143,0.000238635,6.2978,-0.00339323
-0.515143,6.47613,6.49538,0.0192529,6.42808,-0.0480434,6.47613,2.07935e-11,6.47613,3.56995e-24,6.47632,0.000194411,6.47161,-0.00451519
-0.505537,6.65015,6.67409,0.0239401,6.59153,-0.0586256,6.65015,3.20086e-11,6.65015,6.8032e-24,6.65031,0.000157734,6.64468,-0.005471
-0.495931,6.82315,6.85279,0.0296464,6.75193,-0.0712201,6.82315,4.90711e-11,6.82315,1.29117e-23,6.82328,0.000127453,6.81692,-0.00622548
-0.486324,6.99498,7.03154,0.0365627,6.90885,-0.0861339,6.99498,7.49209e-11,6.99498,2.44046e-23,6.99508,0.000102564,6.98823,-0.00675086
-0.476718,7.16553,7.21044,0.044908,7.06182,-0.103704,7.16553,1.1392e-10,7.16553,4.59388e-23,7.16561,8.21972e-05,7.1585,-0.00702781
-0.467111,7.33466,7.3896,0.0549322,7.21037,-0.124296,7.33466,1.7251e-10,7.33466,8.61204e-23,7.33473,6.56052e-05,7.32762,-0.00704614
-0.457505,7.50227,7.56919,0.066919,7.35397,-0.148305,7.50227,2.60164e-10,7.50227,1.60787e-22,7.50232,5.2148e-05,7.49547,-0.00680517
-0.447899,7.66823,7.74942,0.0811878,7.49208,-0.176149,7.66823,3.90751e-10,7.66823,2.98961e-22,7.66827,4.12816e-05,7.66192,-0.00631378
-0.438292,7.83243,7.93052,0.0980958,7.62416,-0.208269,7.83243,5.84482e-10,7.83243,5.53601e-22,7.83246,3.25457e-05,7.82684,-0.00559003
-0.428686,7.99475,8.11279,0.11804,7.74963,-0.245119,7.99475,8.70685e-10,7.99475,1.02094e-21,7.99477,2.55535e-05,7.99009,-0.00466058
-0.419079,8.15508,8.29654,0.141458,7.86791,-0.287166,8.15508,1.29172e-09,8.15508,1.87507e-21,8.1551,1.99813e-05,8.15152,-0.00355962
-0.409473,8.31332,8.48214,0.168827,7.97845,-0.334871,8.31332,1.90852e-09,8.31332,3.42971e-21,8.31333,1.55603e-05,8.31099,-0.00232766
-0.399867,8.46935,8.67002,0.200668,8.08066,-0.388689,8.46935,2.8083e-09,8.46935,6.24762e-21,8.46936,1.20679e-05,8.46834,-0.00101005
-0.39026,8.62308,8.86062,0.237537,8.17403,-0.44905,8.62308,4.11537e-09,8.62308,1.13342e-20,8.62309,9.32098e-06,8.62343,0.000344735
-0.380654,8.77441,9.05444,0.28003,8.25806,-0.516349,8.77441,6.0061e-09,8.77441,2.04779e-20,8.77441,7.16987e-06,8.77609,0.00168683
-0.371047,8.92323,9.252,0.328772,8.3323,-0.590927,8.92323,8.72961e-09,8.92323,3.68468e-20,8.92323,5.49263e-06,8.9262,0.00296685
-0.361441,9.06945,9.45387,0.384419,8.39639,-0.673057,9.06945,1.26362e-08,9.06945,6.60286e-20,9.06945,4.19052e-06,9.07359,0.0041377
-0.351835,9.21298,9.66062,0.447645,8.45005,-0.762924,9.21298,1.82161e-08,9.21298,1.17837e-19,9.21298,3.184e-06,9.21814,0.00515627
-0.342228,9.35372,9.87286,0.519136,8.49311,-0.86061,9.35372,2.61526e-08,9.35372,2.09437e-19,9.35373,2.40934e-06,9.35971,0.0059851
-0.332622,9.49159,10.0912,0.59958,8.52553,-0.966067,9.49159,3.73932e-08,9.49159,3.70717e-19,9.4916,1.81569e-06,9.49819,0.00659367
-0.323015,9.62651,10.3162,0.689656,8.5474,-1.07911,9.62651,5.32462e-08,9.62651,6.53507e-19,9.62651,1.36271e-06,9.63347,0.0069596
